Allocated {0} across {1} payment(s).,Alocado {0} através de {1} pagamento(s).
Allocation amount for payment {0} exceeds outstanding invoices,O valor de alocação para o pagamento {0} excede as faturas pendentes
Always fetch items from server (ignore local cache),Sempre buscar itens do servidor (ignorar cache local)
Amount,Valor
Amount already received,Valor já recebido
Amount exceeds POS Profile cash movement max amount.,O valor excede o valor máximo de movimento de dinheiro do perfil POS.
Amount exceeds profile cash movement max amount.,O valor excede o valor máximo de movimento de dinheiro do perfil.
Amount received from customer,Valor recebido do cliente
Applied,Aplicado
Apply,Aplicar
Apply On,Aplicar em
Apps,Aplicativos
Are you sure you want to close? All entered data will be lost.,Tem certeza de que deseja fechar? Todos os dados inseridos serão perdidos.
Attributes (Size/Color),Atributos (Tamanho/Cor)
Available QTY,Quantidade disponível
Available:,Disponível:
Average Basket,Média de Carrinho
Average Bill,Fatura Média
Average Ticket,Ticket Médio
Avg Bill,Média Fatura
Avg Invoice,Fatura Média
Avg Invoice Profit,Lucro Médio por Fatura
Avg Invoice Value,Valor Médio de Fatura
Avg Purchase Frequency,Frequência de Compra Média
Awesome,Incrível
Awesome Dashboard,Painel Awesome
Awesome Dashboard is disabled in POS Settings.,O Painel Awesome está desabilitado nas configurações de POS.
Awesome Dashboard is disabled in global settings or for the selected scope.,O Painel Awesome está des configurações globais ou para o escopoabilitado em selecionado.
Back,Voltar
Back Office Cash Account,Conta de Dinheiro do Escritório
Back Office Cash Account (Optional Override),Conta de Dinheiro do Escritório (Substituição Opcional)
Back Office Cash Account is fixed by POS Profile and cannot be overridden.,A conta de dinheiro do escritório é fixada pelo perfil POS e não pode ser substituída.
Back Office Cash Account is required for cash deposit.,Conta de dinheiro do escritório é necessária para depósito em dinheiro.
Back office cash account is required.,Conta de dinheiro do escritório é necessária.
Background Submission Failed,Envio em Segundo Plano Falhou
Background sync interval (seconds),Intervalo de sincronização em segundo plano (segundos)
Balances still pending,Saldos ainda pendentes
Barcode Label Printing,Impressão de Etiquetas de Código de Barras
Barcode {0} already exists.,O código de barras {0} já existe.
Basic Information,Informação Básica
Batch Information,Informação de Lote
Before any return workflow,Antes de qualquer fluxo de devolução
Before returns,Antes de devoluções
Best Day,Melhor Dia
Best Seller,Melhor Vendedor
Book expense or deposit from active shift.,Registrar gasto ou depósito do turno ativo.
Branch / Location-wise Report,Relatório por Filial/Localização
Branches,Filiais
Brand-wise,Por Marca
Breakdown,Detalhamento
Build Time:,Tempo de Construção:
Built with Frappe,Construído com Frappe
Bundle,Pacote
COGS,CPV
CPU Cores:,Núcleos de CPU:
CPU Load,Carga de CPU
Cache Usage,Uso de Cache
Cache cleared successfully,Cache limpa com sucesso
Camera Access Required,Acesso à Câmera Necessário
Camera access was aborted. Please try again.,O acesso à câmera foi abortado. Por favor tente novamente.
Cancel Payment,Cancelar Pagamento
Cancel Sale,Cancelar Venda
Cancelled,Cancelado
Cancelling submitted cash movements is disabled for this POS Profile.,Cancelar movimentos de dinheiro enviados está desabilitado para este perfil POS.
Cannot Save Offline Invoice:,Não é possível salvar a fatura off-line:
Cannot Save Offline Payment:,Não é possível salvar o pagamento offline:
Cannot clear cache while offline,Não é possível limpar cache enquanto offline
Cannot redeem customer credit more than invoice total,Não é possível resgatar crédito do cliente mais que o total da fatura
Card,Cartão
Cards,Cartões
Cash Deposit is disabled for this POS Profile.,Depósito em dinheiro está desabilitado para este perfil POS.
Cash Drawer Snapshot,Instantânea da Gaveta de Dinheiro
Cash In Hand,Dinheiro em Mão
Cash Movement is disabled for this POS Profile.,Movimento de dinheiro está desabilitado para este perfil POS.
Cash Movement is disabled in current POS Profile.,Movimento de dinheiro está desabilitado no perfil POS atual.
Cash Movements,Movimentos de Dinheiro
Cash back to customers,Dinheiro de volta para clientes
Cash movement cancelled,Movimento de dinheiro cancelado
Cash movement deduction applied,Desconto de movimento de dinheiro aplicado
Cash movement deleted,Movimento de dinheiro excluído
Cash movement is disabled for this POS Profile.,Movimento de dinheiro está desabilitado para este perfil POS.
Cash movement saved offline,Movimento de dinheiro salvo offline
Cash movement submitted,Movimento de dinheiro enviado
Cashiers,Caixas
Category / Brand / Variant Report,Relatório por Categoria/Marca/Variante
Category-wise,Por Categoria
Category-wise Margin,Margem por Categoria
Certificate is missing or not trusted. QZ may show confirmation dialogs.,O certificado está faltando ou não é confiável. QZ pode mostrar diálogos de confirmação.
Certificate is trusted. Silent QZ printing is active.,O certificado é confiável. Impressão silenciosa do QZ está ativa.
Change Price,Alterar Preço
Change Return,Alterar Devolução
Change Returned,Troco Alterado
Charge Heads,Cabeçalhos de Encargo
Charges not found,Encargos não encontrados
Check for new commits,Verificar novos commits
City,Cidade
Clear,Limpar
Clear Search,Limpar Busca
Clearing local cache...,Limpando cache local...
Click to refresh,Clique para atualizar
Client CPU Lag:,Atraso de CPU do Cliente:
Client Memory Usage:,Uso de Memória do Cliente:
Client Metrics,Métricas do Cliente
Close Scanner,Fechar Scanner
Closing Amount,Valor de fechamento
Closing POS Shift,Fechando turno de PDV
Closing Snapshot Available,Instantânea de Fechamento Disponível
Code,Código
Code scanned successfully,Código escaneado com sucesso
Cols,Colunas
Columns,Colunas
Company,Empresa
Company is required.,Empresa é necessária.
Company must match the selected POS Opening Shift company.,A empresa deve coincidir com a empresa do turno de abertura POS selecionado.
Company must match the selected POS Profile company.,A empresa deve coincidir com a empresa do perfil POS selecionado.
Completed returns will appear here.,As devoluções concluídas aparecerão aqui.
Confirm Close,Confirmar Fechamento
Confirm Mobile Number,Confirmar Número de Celular
Connect printer and manage certificate,Conectar impressora e gerenciar certificado
Connecting to QZ Tray...,Conectando ao QZ Tray...
Context is required,Contexto é necessário
Continue Editing,Continuar Editando
Cost Center is not set in pos profile {},Centro de custos não definido no perfil POS {}
Could not fetch latest balance from server,Não foi possível obter o último saldo do servidor
Count,Contagem
Country,País
Coupon,Cupom
Coupons,Cupons
Cover,Capa
Create Customer,Criar Cliente
Create POS Opening Shift,Criar turno de abertura de PDV
Create items,Criar itens
Create suppliers,Criar fornecedores
Credit Note {0} has no remaining balance to allocate.,A nota de crédito {0} não tem saldo restante para alocar.
Credit Outstanding,Crédito Pendente
Credit and Output,Crédito e Saída
Credit note {0} is already fully allocated,A nota de crédito {0} já está totalmente alocada
Credit note {0} still has an unapplied balance of {1},A nota de crédito {0} ainda tem um saldo não aplicado de {1}
Credit sales remaining to be collected,Vendas a crédito pendentes de cobrança
Critical,Crítico
Custom Due Days,Dias de Vencimento Personalizados
Custom items per page,Itens personalizados por página
Customer Balance,Saldo do Cliente
Customer Name is required,Nome do cliente é necessário
Customer Screen,Tela do Cliente
Customer already selected,Cliente já selecionado
Customer balance unavailable offline,Saldo do cliente indisponível offline
Customer created successfully.,Cliente criado com sucesso.
Customer creation failed.,Falha ao criar cliente.
Customer display channel is missing,Canal de visualização do cliente está faltando
Customer group is required,Grupo de clientes é necessário
Customer is required to add payment,Cliente é necessário para adicionar pagamento
Customer not selected,Cliente não selecionado
Customer saved offline,Cliente salvo offline
Customer territory is required,Território do cliente é necessário
Customer updated successfully.,Cliente atualizado com sucesso.
Customers not found,Clientes não encontrados
Daily Sales Summary,Resumo de Vendas Diárias
Database Health,Saúde do Banco de Dados
Database Info,Info do Banco de Dados
Database health affects overall system speed and reliability.,A saúde do banco de dados afeta a velocidade e confiabilidade geral do sistema.
Date,Data
Day Δ,Dia Δ
Day-wise (MTD),Diário (MTD)
Day-wise Movement,Movimento Diário
Dead Stock,Estoque Morto
Dead Stock Items,Itens de Estoque Morto
Default Rate is required,Taxa padrão é necessária
Delete Invoice,Excluir Fatura
Deleting cancelled cash movements is disabled for this POS Profile.,Excluir movimentos de dinheiro cancelados está desabilitado para este perfil POS.
Delivery Charges,Encargos de Entrega
Delivery Information,Informação de Entrega
Description,Descrição
Detailed Supplier Breakdown,Detalhamento de Fornecedor
Difference (In Company Currency),Diferença (Em Moeda da Empresa)
Discount %,Desconto %
Discount / Void / Return Report,Relatório de Desconto/Anulação/Devolução
Discount Amount,Valor do desconto
Discount limited by POS Profile,Desconto limitado pelo perfil POS
Discounted Invoices,Faturas com Desconto
Draft,Rascunho
Due Date,Data de vencimento
Enable Customer Display in POS Profile first.,Habilite a tela do cliente no perfil POS primeiro.
Enter a valid grams value,Digite um valor válido em gramas
Enter new price list rate,Digite nova taxa de lista de preços
Enter valid grams for scale barcode,Digite gramas válidas para código de barras de balança
Entries,Entradas
Error Loading Data,Erro ao Carregar Dados
Error calculating prices,Erro ao calcular preços
Error fetching customer balance,Erro ao obter saldo do cliente
Error processing payment,Erro ao processar pagamento
Error searching invoices,Erro ao buscar faturas
Error submitting invoice:,Erro ao enviar fatura:
Error updating item details,Erro ao atualizar detalhes do item
Est. Purchase,Compra Est.
Est. Value,Valor Est.
Event-loop lag measures how busy your browser is. Lower is better.,O atraso do loop de eventos mede quão ocupado seu navegador é. Menor é melhor.
Expected Amount (In Company Currency),Valor Esperado (Em Moeda da Empresa)
Expected Cash,Dinheiro Esperado
Expected cash on hand grouped by currency,Dinheiro esperado em mãos agrupado por moeda
Expense Account (Optional Override),Conta de Despesas (Substituição Opcional)
Expense Account is required for expense entries.,Conta de despesas é necessária para entradas de despesas.
Expense account is required for POS Expense.,Conta de despesas é necessária para Despesa POS.
Expense account is required.,Conta de despesas é necessária.
Expense target account must match Expense Account.,A conta de despesas alvo deve coincidir com a Conta de Despesas.
Expenses and deposits posted during this shift,Despesas e depósitos publicados durante este turno
Failed to auto reconcile payments.,Falha ao conciliar pagamentos automaticamente.
Failed to clear cache,Falha ao limpar cache
Failed to generate scale barcode. Using item barcode only.,Falha ao gerar código de barras de balança. Usando apenas código de barras do item.
Failed to load cash movement context.,Falha ao carregar contexto de movimento de dinheiro.
Failed to load dashboard data.,Falha ao carregar dados do painel.
Failed to reconcile Credit Note {0}: {1},Falha ao conciliar nota de crédito {0}: {1}
Failed to reconcile Journal Entry {0}: {1},Falha ao conciliar lançamento {0}: {1}
Failed to reconcile Payment Entry {0}: {1},Falha ao conciliar entrada de pagamento {0}: {1}
Failed to reload invoice from server,Falha ao recarregar fatura do servidor
Failed to sync offline cash movements,Falha ao sincronizar movimentos de dinheiro offline
Flash Off,Flash Desligado
Flash On,Flash Ligado
Fulfillment Details,Detalhes de Cumprimento
Full Name,Nome Completo
Get Payments,Obter Pagamentos
Grand Total,Total Geral
Group not found,Grupo não encontrado
Grouped totals for each payment method and currency,Totais agrupados para cada método de pagamento e moeda
Hide Non Essential Fields,Ocultar Campos Não Essenciais
Hide quantity decimals,Ocultar decimais de quantidade
Hide zero rated items,Ocultar itens com taxa zero
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Importe o certificado para o QZ Tray e reinicie o QZ Tray em cada máquina POS.
Include Batch / Serial,Incluir Lote / Serial
Include Price,Incluir Preço
IndexedDB,Banco de dados indexado
Initialize your shift with opening balances,Inicie seu turno com saldos de abertura
Initializing application...,Inicializando aplicação...
Installed Applications,Aplicativos Instalados
Invalid Opening Entry,Entrada de Abertura Inválida
Invalid POS Opening Shift data provided.,Dados de turno de abertura POS inválidos fornecidos.
Invalid Period,Período Inválido
Invalid movement type for journal entry.,Tipo de movimento inválido para lançamento.
Invalid movement type.,Tipo de movimento inválido.
Invalid posting date.,Data de publicação inválida.
Invalid rate,Taxa inválida
Invalid {0} filter,Filtro {0} inválido
Inventory Status Report,Relatório de Status de Estoque
Invoice Change,Troco de Fatura
Invoice Mgmt,Gerenciamento de Faturas
Invoice is still in draft after background submission.,A fatura ainda está em rascunho após envio em segundo plano.
Invoice saved offline,Fatura salva offline
Invoice submission failed,Envio de fatura falhou
Invoice {0} Deleted,Fatura {0} Excluída
Invoices,Faturas
Item / Product Sales Report,Relatório de Vendas de Item/Produto
Item Code,Código do Item
Item Code and Price List are required,Código do item e lista de preços são necessários
Item Price has been added or updated,O preço do item foi adicionado ou atualizado
Item Selector Settings,Configurações do Seletor de Itens
Item is out of stock,O item está fora de estoque
Item not found,Item não encontrado
Item order updated,Ordem do item atualizada
Item-wise Profitability,Lucratividade por Item
Items,Itens
Items added in POS will appear here automatically.,Os itens adicionados no POS aparecerão aqui automaticamente.
Items added to invoice,Itens adicionados à fatura
Items per page,Itens por página
Items/Invoice,Itens/Fatura
Journal Entry {0} has no unallocated amount remaining.,O lançamento {0} não tem valor não alocado restante.
Last 14 Days (Paid vs Pending),Últimos 14 Dias (Pago vs Pendente)
Last 14 Days Activity,Atividade dos Últimos 14 Dias
Last 14 Days Gross Profit,Lucro Bruto dos Últimos 14 Dias
Last 14 Days Purchases,Compras dos Últimos 14 Dias
Last 14 Days Tax/Charges,Impostos/Encargos dos Últimos 14 Dias
Lead Time,Tempo de Entrega
List,Lista
Load Drafts,Carregar Rascunhos
Load More Invoices,Carregar Mais Faturas
Load Sales Invoice,Carregar Fatura de Venda
Load previously saved invoices,Carregar faturas salvas anteriormente
Loading customer database...,Carregando banco de dados de clientes...
Loading product catalog...,Carregando catálogo de produtos...
Low Stock Threshold,Limite de Estoque Baixo
Low Stock Total,Total de Estoque Baixo
Lowest Margin,Margem Mais Baixa
Manage and synchronize your offline transactions,Gerencie e sincronize suas transações offline
Mobile No,Nº Celular
Mode,Modo
Mode of Payment,Modo de Pagamento
Mode of Payments,Modos de Pagamento
Month Δ,Mês Δ
Month-wise,Mensal
Monthly Sales Summary,Resumo de Vendas Mensais
Most Active Cashiers,Caixas Mais Ativos
Name,Nome
Negative Stock Items,Itens com Estoque Negativo
Negative values not allowed,Valores negativos não permitidos
Net Total,Total Líquido
New Offer Available,Nova oferta disponível
No allocation made for credit note {0},Nenhuma alocação feita para nota de crédito {0}
No allocation made for payment {0},Nenhuma alocação feita para pagamento {0}
No allocation was recorded for Credit Note {0}.,Nenhuma alocação foi registrada para nota de crédito {0}.
No allocation was recorded for Journal Entry {0}.,Nenhuma alocação foi registrada para lançamento {0}.
No allocation was recorded for Payment Entry {0}.,Nenhuma alocação foi registrada para entrada de pagamento {0}.
No allocations were made.,Nenhuma alocação foi feita.
No batches available in {0} for {1}.,Nenhum lote disponível em {0} para {1}.
No branch/location data found.,Nenhum dado de filial/local encontrado.
No brand data found.,Nenhum dado de marca encontrado.
No cash movement type is allowed for this POS Profile.,Nenhum tipo de movimentação de dinheiro é permitido para este perfil de PDV.
No cashier-wise discount/void/return activity.,Nenhuma atividade de desconto/anulação/devolução no caixa.
No category data found.,Nenhum dado de categoria encontrado.
No category profitability data found.,Nenhum dado de rentabilidade da categoria encontrado.
No change returned recorded for this shift.,Nenhuma alteração retornada registrada para este turno.
No charge head breakdown found.,Nenhuma quebra do cabeçote de carga foi encontrada.
No customer sales data found.,Nenhum dado de vendas do cliente encontrado.
No day-wise discount/void/return trend.,Nenhuma tendência diária de desconto/anulação/devolução.
No day-wise payment data found.,Nenhum dado de pagamento diário encontrado.
No day-wise profitability trend found.,Nenhuma tendência de lucratividade diária encontrada.
No day-wise purchase data found.,Nenhum dado de compra diário encontrado.
No day-wise sales trend found.,Nenhuma tendência de vendas diária encontrada.
No day-wise tax/charges trend found.,Nenhuma tendência diária de impostos/cobranças foi encontrada.
No dead stock items.,Nenhum item de estoque morto.
No hourly sales trend found for today.,Nenhuma tendência de vendas por hora encontrada para hoje.
No invoices found,Nenhuma fatura encontrada
No invoices found. Try different search criteria.,Nenhuma fatura encontrada. Experimente diferentes critérios de pesquisa.
No item profitability data found.,Nenhum dado de rentabilidade do item encontrado.
No item sales data found for this period.,Nenhum dado de vendas de itens encontrado neste período.
No items found,Nenhum item encontrado
No items in cart,Nenhum item no carrinho
No items with barcodes to print,Nenhum item com código de barras para imprimir
No location-wise top item data found.,Nenhum dado de item principal em termos de localização foi encontrado.
No low stock alerts right now.,Nenhum alerta de estoque baixo no momento.
No low stock items.,Não há itens com estoque baixo.
No month-wise sales trend found.,Nenhuma tendência de vendas mensal encontrada.
No negative stock items.,Nenhum item de estoque negativo.
No offline cash movement synced.,Nenhum movimento de dinheiro offline sincronizado.
No offline invoices pending synchronization,Nenhuma fatura off-line com sincronização pendente
No out-of-stock items.,Não há itens fora de estoque.
No outstanding credit invoices for this shift.,Nenhuma fatura de crédito pendente para esta mudança.
No payment collection data found.,Nenhum dado de cobrança de pagamento encontrado.
No payment rows available on this invoice.,Nenhuma linha de pagamento disponível nesta fatura.
No payments registered for this shift.,Nenhum pagamento registrado para este turno.
No pending balances in this period.,Não há saldos pendentes neste período.
No pending offline invoices,Nenhuma fatura off-line pendente
No profiles found for selected scope. Falling back to current profile failed.,Nenhum perfil encontrado para o escopo selecionado. Falha ao retornar ao perfil atual.
No recent customer activity found.,Nenhuma atividade recente do cliente encontrada.
No recent stock entries found.,Nenhuma entrada de estoque recente encontrada.
No reorder suggestions right now.,Nenhuma sugestão de novo pedido no momento.
No repeat customers in this period.,Não há clientes recorrentes neste período.
No return item trend found.,Nenhuma tendência de devolução de itens encontrada.
No returnable items found for this invoice,Nenhum item retornável encontrado para esta fatura
No returns were processed in this shift.,Nenhuma devolução foi processada neste turno.
No risk activity found.,Nenhuma atividade de risco encontrada.
No sales activity found for this period.,Nenhuma atividade de vendas encontrada para este período.
No slow moving items.,Sem itens de movimento lento.
No staff sales activity found.,Nenhuma atividade de vendas da equipe encontrada.
No stock movement for this period.,Não houve movimentação de estoque neste período.
No submitted cash movements in this shift.,Não foram apresentados movimentos de numerário neste turno.
No supplier purchases found in this month.,Nenhuma compra de fornecedor encontrada neste mês.
No suppliers found for this period.,Nenhum fornecedor encontrado para este período.
No tax head breakdown found.,Nenhuma discriminação de carga fiscal encontrada.
No top items found for this location.,Nenhum item principal encontrado para este local.
No unallocated payments were available for reconciliation.,Nenhum pagamento não alocado estava disponível para reconciliação.
No unpaid invoices,Sem faturas não pagas
No valid batches available in {0} for {1}.,Nenhum lote válido disponível em {0} para {1}.
No variant data found.,Nenhum dado de variante encontrado.
No week-wise sales trend found.,Nenhuma tendência de vendas semanal encontrada.
No.,Não.
Nobile Number,Número Nobile
Offer,Oferecer
Offer Applied,Oferta aplicada
Offers,Ofertas
Offline Invoices,Faturas off-line
Only cancelled POS Cash Movement records can be deleted.,Somente registros de movimentação de dinheiro em PDV cancelados podem ser excluídos.
Only cancelled cash movements can be deleted.,Somente movimentos de dinheiro cancelados podem ser excluídos.
Only submitted cash movements can be cancelled.,Apenas os movimentos de numerário submetidos podem ser cancelados.
Only submitted or cancelled cash movements can be duplicated.,Apenas movimentos de numerário submetidos ou cancelados podem ser duplicados.
Only the shift owner can create cash movement entries.,Somente o proprietário do turno pode criar lançamentos de movimentação de dinheiro.
Open this screen from POS Menu -> Open Customer Display.,Abra esta tela no Menu POS -> Abrir Tela do Cliente.
OpenCV Off,OpenCV desativado
OpenCV On,OpenCV ativado
OpenCV image processing enabled - Enhanced barcode detection,Processamento de imagem OpenCV ativado - Detecção aprimorada de código de barras
OpenCV image processing unavailable on this device,Processamento de imagem OpenCV indisponível neste dispositivo
OpenCV processing disabled,Processamento OpenCV desativado
Opening Amount,Valor de abertura
Order,Ordem
Out of Stock Items,Itens fora de estoque
Outstanding,Fora do comum
Outstanding Credit by Currency,Crédito pendente por moeda
Overpayment Change,Alteração de pagamento a maior
PAY,PAGAR
PDF,PDF
POS,PDV
POS Awesome,PDV incrível
POS Awesome Payments is not enabled for this POS Profile,O POS Awesome Payments não está habilitado para este perfil de PDV
POS Awesome credit redemption for Sales Invoice {0},Resgate de crédito incrível de PDV para fatura de vendas {0}
POS Cash Movement,Movimentação de dinheiro em PDV
POS Offer is disable.,A oferta de PDV está desativada.
POS Opening Shift is required,O turno de abertura do PDV é obrigatório
POS Opening Shift is required to compute the overview.,O turno de abertura do PDV é necessário para calcular a visão geral.
POS Opening Shift is required.,O turno de abertura do PDV é obrigatório.
POS Opening Shift must be submitted and open.,O turno de abertura do PDV deve ser enviado e aberto.
POS Opening Shift not found.,Turno de abertura do PDV não encontrado.
POS Opening Shift {0} is not for the same POS Profile,O turno de abertura do PDV {0} não é para o mesmo perfil do PDV
POS Opening Shift {0} is not for the same company,O turno de abertura do PDV {0} não é da mesma empresa
POS Profile,Perfil PDV
POS Profile company must match active POS Opening Shift company.,A empresa com perfil de PDV deve corresponder à empresa ativa do turno de abertura de PDV.
POS Profile is required,O perfil PDV é obrigatório
POS Profile is required to create purchase documents.,O perfil POS é necessário para criar documentos de compra.
POS Profile is required.,O perfil PDV é obrigatório.
POS Profile must match the active POS Opening Shift profile.,O perfil de PDV deve corresponder ao perfil de turno de abertura de PDV ativo.
POS Profile must match the selected POS Opening Shift profile.,O perfil de PDV deve corresponder ao perfil de turno de abertura de PDV selecionado.
POS Profile {0} does not belong to company {1}.,O perfil POS {0} não pertence à empresa {1}.
POS Profile {0} does not exist.,O perfil PDV {0} não existe.
POS Shift {0} is not open,O PDV Shift {0} não está aberto
POS lock is not available yet,O bloqueio do PDV ainda não está disponível
POS profile data is missing or invalid.,Os dados do perfil PDV estão ausentes ou são inválidos.
Paid,Pago
Paid Amount,Valor pago
Paid change cannot be greater than total change!,O troco pago não pode ser maior que o troco total!
Payment Entry {0} has no unallocated amount remaining.,A entrada de pagamento {0} não tem valor não alocado restante.
Payment ID,ID de Pagamento
Payment Methods,Métodos de Pagamento
Payment Reconciliation,Conciliação de Pagamentos
Payment saved offline,Pagamento salvo offline
Payment {0} is already fully allocated,O pagamento {0} já está totalmente alocado
Payments,Pagamentos
Pending,Pendente
Pending Exposure,Exposição Pendente
Pending Invoices,Faturas Pendentes
Pending Ratio,Razão Pendente
Please allow camera access to scan codes,Por favor permita acesso à câmera para escanear códigos
Please make a payment or select an payment,Por favor faça um pagamento ou selecione um pagamento
Please select Coupon Code Based POS Offer.,Por favor selecione a oferta POS baseada em código de cupom.
Please select a customer,Por favor selecione um cliente
Please select a customer first,Por favor selecione primeiro um cliente
Please select a valid movement type.,Por favor selecione um tipo de movimento válido.
Please select an invoice,Por favor selecione uma fatura
Please select company before reconciling.,Por favor selecione a empresa antes de conciliar.
Please select the correct POS Offer with the same company.,Por favor selecione a oferta POS correta da mesma empresa.
Position the QR code or barcode within the scanning area,Posicione o código QR ou de barras na área de escaneamento
Posting Date,Data de Publicação
Pricing & Discounts,Preços e Descontos
Print Draft,Imprimir Rascunho
Processing Payment,Processando Pagamento
Profile switching is not available yet,A troca de perfil ainda não está disponível
Profit: Invoice Item Estimate,Lucro: Estimativa de Item de Fatura
Profit: Stock Ledger (COGS),Lucro: Razão de Estoque (COGS)
Prorated return discount,Desconto rateado de devolução
QTY,Qtd
Rate,Taxa
Ready!,Pronto!
Reconcile payment methods and close shift,Conciliar métodos de pagamento e fechar turno
Reload Items,Recarregar Itens
Remarks are required for cash movement in this POS Profile.,Observações são necessárias para movimento de dinheiro neste perfil POS.
Remove,Remover
Request,Solicitar
Required columns cannot be hidden,Colunas obrigatórias não podem ser ocultadas
Retry,Tentar novamente
Return without Invoice,Devolver sem Fatura
Rows,Linhas
Sales Person not found,Vendedor não encontrado
Sales Return,Devolução de Vendas
Sales Summary,Resumo de Vendas
Save & Clear,Salvar e Limpar
Scale barcode detected. Quantity here is the number of labels to print.,Código de barras de balança detectado. A quantidade aqui é o número de etiquetas a imprimir.
Scan QR Code/Barcode,Escanear Código QR/Código de barras
Scan with Camera,Escanear com Câmera
Scope: All Profiles,Escopo: Todos os Perfis
Scope: Current Profile,Escopo: Perfil Atual
Scope: Specific Profile,Escopo: Perfil Específico
Search,Buscar
Search Mpesa Payments,Buscar Pagamentos Mpesa
Select,Selecionar
Select Columns to Display,Selecionar Colunas a Mostrar
Select Payment,Selecionar Pagamento
Select Return Invoice,Selecionar Fatura de Devolução
Select S.O,Selecionar P.V.
Select Sales Orders,Selecionar Pedidos de Venda
Select a customer to use coupon,Selecione um cliente para usar cupom
Selected POS Opening Shift should be open.,O turno de abertura POS selecionado deve estar aberto.
Selected expense account is not allowed for this POS Profile.,A conta de despesas selecionada não é permitida para este perfil POS.
Selected movement type is not allowed by POS Profile.,O tipo de movimento selecionado não é permitido pelo perfil POS.
Selected source account is not allowed for this POS Profile.,A conta de origem selecionada não é permitida para este perfil POS.
Serial Numbers,Números de Série
Server Health,Estado do Servidor
Server Metrics,Métricas do Servidor
Settings,Configurações
Setup complete!,Configuração completa!
Shows the distribution of invoices per currency,Mostra a distribuição de faturas por moeda
"Sorry, this coupon code cannot be used by this company","Desculpe, este código de cupom não pode ser usado por esta empresa"
"Sorry, this coupon code cannot be used by this customer","Desculpe, este código de cupom não pode ser usado por este cliente"
"Sorry, this coupon code is no longer valid","Desculpe, este código de cupom não é mais válido"
"Sorry, this coupon code not exists","Desculpe, este código de cupom não existe"
"Sorry, {0} have used this coupon before","Desculpe, {0} já usou este cupom antes"
Source Cash Account (Optional Override),Conta de Dinheiro de Origem (Substituição Opcional)
Source account must be a Cash account.,A conta de origem deve ser uma conta de dinheiro.
Source account must belong to the selected company.,A conta de origem deve pertencer à empresa selecionada.
Source account override is disabled for this POS Profile.,A substituição de conta de origem está desabilitada para este perfil POS.
Source and target accounts are required.,Contas de origem e destino são necessárias.
Source and target accounts cannot be the same for cash deposit.,As contas de origem e destino não podem ser iguais para depósito em dinheiro.
Staff / Cashier Performance Report,Relatório de Desempenho de Pessoal/Caixa
Status,Estado
Status must be one of {0},O status deve ser um de {0}
Stock Movement Report,Relatório de Movimento de Estoque
Submit,Enviar
Submit & Print,Enviar e Imprimir
Supplier Purchase Summary,Resumo de Compra de Fornecedor
Supplier name is required.,Nome do fornecedor é obrigatório.
Suppliers not found,Fornecedores não encontrados
Switch Camera,Trocar Câmera
Switched to:,Trocado para:
System Information,Informações do Sistema
Target account must belong to the selected company.,A conta de destino deve pertencer à empresa selecionada.
Taxes,Impostos
Territory not found,Território não encontrado
The app stores data locally for offline use. This is called cache.,O aplicativo armazena dados localmente para uso offline. Isso é chamado de cache.
These invoices will be synced when connection is restored,Estas faturas serão sincronizadas quando a conexão for restaurada
This coupon already used !,Este cupom já foi usado!
This invoice {0} cannot be deleted,Esta fatura {0} não pode ser excluída
This is an item template. Please choose a variant.,Este é um modelo de item. Por favor escolha uma variante.
Time,Tempo
Tip: Clear cache regularly to free up space and keep the app fast.,Dica: Limpe o cache regularmente para liberar espaço e manter o aplicativo rápido.
Tip: Close unused tabs or apps to reduce lag.,Dica: Feche abas ou aplicativos não utilizados para reduzir o atraso.
Tip: Monitor slow queries and table size for optimal performance.,Dica: Monitore consultas lentas e tamanho das tabelas para um desempenho ideal.
Top Charge Head,Principal Cabeça de Encargo
Top Discount,Maior Desconto
Top Pending,Maior Pendente
Top Suppliers by Spend,Principais Fornecedores por Gasto
Top Tables,Principais Mesas
Top Tax Head,Principal Cabeça de Imposto
Top Variant,Principal Variante
Total,Total
Total Amount,Valor Total
Total Invoices,Total de Faturas
Total Quantity,Quantidade Total
Total Size,Tamanho Total
Type,Tipo
UOM,UdM
UOM not found,UdM não encontrada
Unallocated,Não Alocado
Update Customer,Atualizar Cliente
Updates automatically,Atualiza automaticamente
Usage,Uso
Usage Stats,Estatísticas de Uso
Use date range to search for older invoices,Use intervalo de datas para buscar faturas mais antigas
Using cached customer balance,Usando saldo do cliente em cache
Verify closing amounts for each payment method,Verificar valores de fechamento para cada método de pagamento
Warehouse,Armazém
Week Δ,Semana Δ
Yes,Sim
add,adicionar
localStorage,armazenamento local
Stock update: {0} has {1} available. Adding {2} will bring the stock below zero.,Atualização de estoque: {0} tem {1} disponível. Adicionar {2}ará o estoque ficar negativo.
{0} has only {1} in stock. You requested {2}. Adjust quantity or restock.,{0} tem apenas {1} em estoque. Você solicitou {2}. Ajuste a quantidade ou reabasteça.
Account Head,Conta Principal
Accounts Manager,Gerente de Contas
Accounts User,Usuário de Contas
Add/Edit Coupon Conditions,Adicionar/Editar Condições do Cupom
Administrator,Administrador
All Synced,Tudo Sincronizado
